Mã KCB,Tên cơ sở,Tên cơ sở (English),Loại hình cơ sở,Cấp cơ sở,Tỉnh/Thành phố,Quận/Huyện,Xã/Phường
     38287,Bệnh viện nhi Thanh Hóa,Thanh Hoa provincial Pediatric Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Thanh Hóa,Thành phố Thanh Hóa,Phường Đông Vệ
     38012,Bệnh viện Tâm thần Thanh Hóa,Thanh Hoa Provincial Mental Health Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Thanh Hóa,Thành phố Thanh Hóa,Phường Quảng Thắng
     38002,Bệnh viện mắt Thanh Hóa,Thanh Hoa provincial Eye Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Thanh Hóa,Thành phố Thanh Hóa,Phường Quảng Thắng
     38004,Bệnh viện da liễu Thanh Hoá,Thanh Hoa Provincial Dermatology Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Thanh Hóa,Thành phố Thanh Hóa,Phường Quảng Thắng
     38001,Bệnh viện nội tiết Thanh Hóa,Thanh Hoa provincial Endocrinology hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Thanh Hóa,Thành phố Thanh Hóa,Phường Quảng Thắng
     38285,Bệnh viện phụ sản Thanh Hóa,Thanh Hoa provincial Gynecology and Obstetrics Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Thanh Hóa,Thành phố Thanh Hóa,Phường Quảng Thắng
     38744,Bệnh viện ung bướu tỉnh Thanh Hóa,Thanh Hoa Provincial Oncology Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Thanh Hóa,Thành phố Thanh Hóa,Phường Tân Sơn
     38286,Bệnh viện phổi Thanh Hóa,Thanh Hoa Provincial Lung Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Thanh Hóa,Thành phố Thanh Hóa,Xã Quảng Thịnh
     38031,Bệnh viện phục hồi chức năng tỉnh Thanh Hóa,Thanh Hoa Provincial Rehabilitation Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Thanh Hóa,Thành phố Sầm Sơn,Phường Bắc Sơn
     38090,BVĐK Khu vực Ngọc Lặc,Ngoc Lac Regional General Hospital,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Thanh Hóa,Huyện Ngọc Lặc,Thị Trấn Ngọc Lặc
     40548.,Bệnh viện Mắt Sài Gòn- Vinh [Hệ thống BV Mắt Sài Gòn],Saigon Eye Hospital-Vinh,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Nghệ An,Thành phố Vinh,Phường Hà Huy Tập
     40549,Bệnh viện đa khoa TTH Vinh,TTH Vinh General Hospital,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Nghệ An,Thành phố Vinh,Phường Lê Lợi
     40571,Bệnh viện Chấn thương chỉnh hình Nghệ An,Nghe An provincial Orthopedics Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Nghệ An,Thành phố Vinh,Phường Hưng Dũng
     40001,Bệnh viện Hữu nghị Đa khoa tỉnh Nghệ An,Nghe An General Friendship Hospital (provincial general),Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Nghệ An,Thành phố Vinh,Xã Nghi Phú
     40020,TTYT  Thị xã Cửa Lò,Cua Lo Town Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Nghệ An,Thị xã Cửa Lò,Phường Nghi Hương
     40015,TTYT  Huyện Kỳ Sơn,Ky Son District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Nghệ An,Huyện Kỳ Sơn,Xã Hữu Kiệm
     40016,TTYT  Huyện Quỳ Hợp,Quy Hop District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Nghệ An,Huyện Quỳ Hợp,Thị trấn Quỳ Hợp
     40567,BV Dã chiến số 2 - TTYT  Huyện Nghĩa Đàn,Nghia Dan District Health Center,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Nghệ An,Huyện Nghĩa Đàn,Thị trấn Nghĩa Đàn
     40014,TTYT  Huyện Tương Dương,Tuong Duong District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Nghệ An,Huyện Tương Dương,Thị trấn Thạch Giám
     40012,TTYT  Huyện Tân Kỳ,Tan Ky District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Nghệ An,Huyện Tân Kỳ,Thị trấn Tân Kỳ
     40010,TTYT  Huyện Anh Sơn,Anh Son District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Nghệ An,Huyện Anh Sơn,Xã Thọ Sơn
     40003,TTYT  Huyện Nam Đàn,Nam District District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Nghệ An,Huyện Nam Đàn,Xã Kim Liên
     40572,TTYT  Thị xã Hoàng Mai,Hoang Mai Town Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Nghệ An,Thị xã Hoàng Mai,Phường Quỳnh Thiện
     42012,Bệnh viện đa khoa tỉnh Hà Tĩnh,Ha Tinh Provincial General Hospital,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Hà Tĩnh,Thành phố Hà Tĩnh,Phường Bắc Hà
     42315,"Trung tâm kiểm soát bệnh tật Hà Tĩnh (CS2-HIV)/ Phòng khám, tư vấn và điều trị HIV/AIDS",Ha Provincial Centers for Disease Control (CS2-HIV),Phòng khám chuyên khoa,Tuyến tỉnh,Tỉnh Hà Tĩnh,Thành phố Hà Tĩnh,Xã Thạch Trung
     42304,Bệnh viện Tâm thần Hà Tĩnh,Ha Tinh Provincial Mental Health Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Hà Tĩnh,Thành phố Hà Tĩnh,Phường Thạch Quý
     42001,Bệnh viện đa khoa Thành phố Hà Tĩnh,Ha Tinh City General Hospital,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Hà Tĩnh,Thành phố Hà Tĩnh,Phường Thạch Quý
     45001,TTYT  TP Đông Hà,Dong Ha City Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Trị,Thành phố Đông Hà,Phường 5
     45010,Bệnh viện đa khoa tỉnh Quảng Trị,Quang Tri Provincial General Hospital,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Quảng Trị,Thành phố Đông Hà,Phường Đông Lương
     45002,TTYT  Thị xã Quảng Trị,Quang Tri Town Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Trị,Thị xã Quảng Trị,Phường 2
     45003,TTYT  Huyện Vĩnh Linh,Vinh Linh district health center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Trị,Huyện Vĩnh Linh,Thị trấn Hồ Xá
     45006,TTYT  Huyện Triệu Phong,Trieu Phong district health center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Trị,Huyện Triệu Phong,Thị Trấn Ái Tử
     45007,TTYT  Huyện Hải Lăng,Hai Lang district health center,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Quảng Trị,Huyện Hải Lăng,Thị trấn Diên Sanh
     45008,TTYT  Huyện Hướng Hóa,Huong Hoa district health center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Trị,Huyện Hướng Hóa,Thị trấn Khe Sanh
     45009,TTYT  Huyện Đa Krông,Da Krong district health center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Trị,Huyện Đa Krông,Thị trấn Krông Klang
     46030,Trạm y tế phường Phú Thuận,Trạm y tế phường Phú Thuận,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Phú Thuận
     46023,Trạm y tế phường Phú Bình,Trạm y tế phường Phú Bình,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Phú Bình
     46032,Trạm y tế phường Tây Lộc,Trạm y tế phường Tây Lộc,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Tây Lộc
     46009,Bệnh viện Y học cổ truyền,Hue provincial traditional medicine hospital,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Tây Lộc
     46019,Trạm y tế phường Thuận Lộc,Trạm y tế phường Thuận Lộc,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Thuận Lộc
     46026,Trạm y tế phường Phú Hiệp,Trạm y tế phường Phú Hiệp,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Phú Hiệp
     46025,Trạm y tế phường Phú Hậu,Trạm y tế phường Phú Hậu,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Phú Hậu
     46033,Trạm y tế phường Thuận Hoà,Trạm y tế phường Thuận Hoà,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Thuận Hòa
     46034,Trạm y tế phường Thuận Thành,Trạm y tế phường Thuận Thành,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Thuận Thành
     46027,Trạm y tế phường Phú Hòa,Trạm y tế phường Phú Hòa,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Phú Hòa
     46024,Trạm y tế phường Phú Cát,Trạm y tế phường Phú Cát,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Phú Cát
     46022,Trạm y tế phường Kim Long,Trạm y tế phường Kim Long,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Kim Long
     46037,Trạm y tế phường Vỹ Dạ,Trạm y tế phường Vỹ Dạ,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Vĩ Dạ
     46021,Trạm y tế phường Phường Đúc,Trạm y tế phường Phường Đúc,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Phường Đúc
     46010,Bệnh viện Phong - Da liễu tỉnh Thừa Thiên Huế,Hue Leprosy and Dermatology Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Vĩnh Ninh
     46036,Trạm y tế phường Vĩnh Ninh,Trạm y tế phường Vĩnh Ninh,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Vĩnh Ninh
     46028,Trạm y tế phường Phú Hội,Trạm y tế phường Phú Hội,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Phú Hội
     46029,Trạm y tế phường Phú Nhuận,Trạm y tế phường Phú Nhuận,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Phú Nhuận
     46038,Trạm y tế phường Xuân Phú,Trạm y tế phường Xuân Phú,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Xuân Phú
     46035,Trạm y tế phường Trường An,Trạm y tế phường Trường An,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Trường An
     46031,Trạm y tế phường Phước Vĩnh,Trạm y tế phường Phước Vĩnh,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Phước Vĩnh
     46020,Trạm y tế phường An Cựu,Trạm y tế phường An Cựu,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường An Cựu
     46196,Trạm y tế phường Hương Sơ,Trạm y tế phường Hương Sơ,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Hương Sơ
     46205,Bệnh viện Phổi tỉnh Thừa Thiên Huế,Thua Thien Hue Lung Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Hương Sơ
     46014,Trạm y tế phường An Hoà,Trạm y tế phường An Hoà,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường An Hòa
     46016,Trạm y tế phường Thủy Biều,Trạm y tế phường Thủy Biều,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Thuỷ Biều
     46018,Trạm y tế phường Hương Long,Trạm y tế phường Hương Long,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Hương Long
     46017,Trạm y tế phường Thủy Xuân,Trạm y tế phường Thủy Xuân,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường Thuỷ Xuân
     46015,Trạm y tế phường An Đông,Trạm y tế phường An Đông,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường An Đông
     46197,Trạm y tế phường An Tây,Trạm y tế phường An Tây,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thành phố Huế,Phường An Tây
     46041,TTYT  Huyện Phong Điền,Phong Dien District Health Center,Trung tâm y tế,Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Phong Điền,Thị trấn Phong Điền
     46059,Trạm y tế thị trấn Phong Điền,Trạm y tế thị trấn Phong Điền,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Phong Điền,Thị trấn Phong Điền
     46045,Trạm y tế xã Điền Hương,Trạm y tế xã Điền Hương,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Phong Điền,Xã Điền Hương
     46044,Trạm y tế xã Điền Môn,Trạm y tế xã Điền Môn,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Phong Điền,Xã Điền Môn
     46049,Trạm y tế xã Phong Bình,Trạm y tế xã Phong Bình,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Phong Điền,Xã Phong Bình
     46050,Trạm y tế xã Phong Chương,Trạm y tế xã Phong Chương,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Phong Điền,Xã Phong Chương
     46047,Trạm y tế xã Điền Lộc,Trạm y tế xã Điền Lộc,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Phong Điền,Xã Điền Lộc
     46053,Trạm y tế xã Phong Hoà,Trạm y tế xã Phong Hoà,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Phong Điền,Xã Phong Hòa
     46046,Trạm y tế xã Điền Hoà,Trạm y tế xã Điền Hoà,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Phong Điền,Xã Điền Hòa
     46051,Trạm y tế xã Phong Hải,Trạm y tế xã Phong Hải,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Phong Điền,Xã Phong Hải
     46058,Trạm y tế xã Điền Hải,Trạm y tế xã Điền Hải,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Phong Điền,Xã Điền Hải
     46054,Trạm y tế xã Phong Mỹ,Trạm y tế xã Phong Mỹ,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Phong Điền,Xã Phong Mỹ
     46057,Trạm y tế xã Phong Thu,Trạm y tế xã Phong Thu,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Phong Điền,Xã Phong Thu
     46052,Trạm y tế xã Phong Hiền,Trạm y tế xã Phong Hiền,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Phong Điền,Xã Phong Hiền
     46048,Trạm y tế xã Phong An,Trạm y tế xã Phong An,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Phong Điền,Xã Phong An
     46056,Trạm y tế xã Phong Xuân,Trạm y tế xã Phong Xuân,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Phong Điền,Xã Phong Xuân
     46055,Trạm y tế xã Phong Sơn,Trạm y tế xã Phong Sơn,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Phong Điền,Xã Phong Sơn
     46060,TTYT Huyện Quảng Điền,Quang Dien District Health Center,Trung tâm y tế,Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Quảng Điền,Thị trấn Sịa
     46067,Trạm y tế xã Quảng Thái,Trạm y tế xã Quảng Thái,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Quảng Điền,Xã Quảng Thái
     46063,Trạm y tế xã Quảng Lợi,Trạm y tế xã Quảng Lợi,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Quảng Điền,Xã Quảng Lợi
     46064,Trạm y tế xã Quảng Ngạn,Trạm y tế xã Quảng Ngạn,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Quảng Điền,Xã Quảng Ngạn
     46065,Trạm y tế xã Quảng Phước,Trạm y tế xã Quảng Phước,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Quảng Điền,Xã Quảng Phước
     46062,Trạm y tế xã Quảng Công,Trạm y tế xã Quảng Công,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Quảng Điền,Xã Quảng Công
     46066,Trạm y tế xã Quảng Phú,Trạm y tế xã Quảng Phú,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Quảng Điền,Xã Quảng Phú
     46069,Trạm y tế xã Quảng Thọ,Trạm y tế xã Quảng Thọ,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Quảng Điền,Xã Quảng Thọ
     46061,Trạm y tế xã Quảng An,Trạm y tế xã Quảng An,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Quảng Điền,Xã Quảng An
     46068,Trạm y tế xã Quảng Thành,Trạm y tế xã Quảng Thành,"Trạm y tế cấp xã, trạm xá",Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Quảng Điền,Xã Quảng Thành
     46072,Bệnh viện Thị xã Hương Trà,Huong Tra Town Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thị xã Hương Trà,Phường Tứ Hạ
     46074,Bệnh viện Covid Bình Điền,Binh Dien General Hospital (provincial),Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thị xã Hương Trà,Xã Bình Tiến
     46091_,TTYT  Huyện Phú Vang,Phu Vang District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Phú Vang,Thị trấn Phú Đa
     46114,TTYT  Thị xã Hương Thủy,Huong Thuy Town Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Thị xã Hương Thủy,Phường Thủy Lương
     46129,BV Dã chiến Chân Mây - BVĐK Chân Mây,Chan May General Hospital (Thua Thien Hue province),Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Phú Lộc,Xã Lộc Thủy
     46127,TTYT  Huyện Phú Lộc,Phu Loc District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Phú Lộc,Thị trấn Phú Lộc
     46162,TTYT  Huyện A Lưới,A Luoi District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện A Lưới,Thị trấn A Lưới
     46149,TTYT  Huyện Nam Đông,Nam Dong District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Thừa Thiên Huế,Huyện Nam Đông,Thị trấn Khe Tre
     48003,TTYT  Quận Hải Châu,Hai Chau District Health Center (CS1-hospital),trung tâm y tế huyện,Tuyến tỉnh,Thành phố Đà Nẵng,Quận Hải Châu,Phường Thanh Bình
     48004,TTYT  Quận Thanh Khê,Thanh Khe District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Thành phố Đà Nẵng,Quận Thanh Khê,Phường Thanh Khê Đông
     48010,TTYT  Quận Ngũ Hành Sơn,Emergency Center 115 (Ngu Hanh Son district station),Bệnh viện đa khoa,Tuyến tỉnh,Thành phố Đà Nẵng,Quận Ngũ Hành Sơn,Phường Hoà Hải
     48075,TTYT  Quận Cẩm Lệ,Cam Le District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Thành phố Đà Nẵng,Quận Cẩm Lệ,Phường Hòa Thọ Đông
     48128,TTYT  Huyện Hoà Vang,Hoa Vang District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Thành phố Đà Nẵng,Huyện Hòa Vang,Xã Hòa Ninh
     49111,Trung tâm Y tế thành phố Tam Kỳ,Tam Ky City Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Nam,Thành phố Tam Kỳ,Phường An Sơn
     49019,TTYT  Huyện Tây Giang,Tay Giang District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Nam,Huyện Tây Giang,Xã A Tiêng
     49003,TTYT  Huyện Đông Giang,Dong Giang District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Nam,Huyện Đông Giang,Thị trấn P Rao
     49044,TTYT  Huyện Đại Lộc,Dai Loc District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Nam,Huyện Đại Lộc,Xã Đại Nghĩa
     49169,TTYT  Huyện Điện Bàn- Tỉnh Quảng Nam,Dien Ban Town Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Nam,Thị xã Điện Bàn,Phường Vĩnh Điện
     49006,TTYT  Huyện Duy Xuyên,Duy Xuyen District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Nam,Huyện Duy Xuyên,Thị trấn Nam Phước
     49007,TTYT  Huyện Nam Giang,Nam Giang District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Nam,Huyện Nam Giang,Thị trấn Thạnh Mỹ
     49008,TTYT  Huyện Quế Sơn,Que Son District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Nam,Huyện Quế Sơn,Thị trấn Đông Phú
     49088,TTYT  Huyện Nông Sơn,Nong Son District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Nam,Huyện Nông Sơn,Xã Quế Trung
     49011,TTYT  Huyện Hiệp Đức,Hiep Duc District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Nam,Huyện Hiệp Đức,Thị trấn Tân Bình
     49012,TTYT  Huyện Tiên Phước,Tien Phuoc District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Nam,Huyện Tiên Phước,Thị trấn Tiên Kỳ
     49010,TTYT  Huyện Phước Sơn,Phuoc Son District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Nam,Huyện Phước Sơn,Thị trấn Khâm Đức
     49170,TTYT  Huyện Núi Thành,Nui Thanh District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Nam,Huyện Núi Thành,Thị trấn Núi Thành
     49014,TTYT  Huyện Bắc Trà My,Bac Tra My District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Nam,Huyện Bắc Trà My,Thị trấn Trà My
     49018,Trung tâm Y tế huyện Nam Trà My,Nam Tra My District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Nam,Huyện Nam Trà My,Xã Trà Mai
     49017,TTYT  Huyện Phú Ninh,Phu Ninh District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Nam,Huyện Phú Ninh,Thị trấn Phú Thịnh
     51216,Bệnh viện Y học cổ truyền tỉnh Quảng Ngãi,Quang Ngai provincial Traditional Medicine Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Quảng Ngãi,Thành phố Quảng Ngãi,Phường Trần Phú
     51002,TTYT  Huyện Bình Sơn,Binh Son District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Ngãi,Huyện Bình Sơn,Thị Trấn Châu Ổ
     51003,TTYT  Huyện Trà Bồng,Tra Bong District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Ngãi,Huyện Trà Bồng,Thị trấn Trà Xuân
     51067,TTYT  Huyện Tây Trà,Tay Tra District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Ngãi,Huyện Trà Bồng,Xã Trà Phong
     51013,TTYT  Huyện Sơn Tây,Son Tay District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Ngãi,Huyện Sơn Tây,Xã Sơn Dung
     51005,TTYT  Huyện Sơn Hà,Son Ha District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Ngãi,Huyện Sơn Hà,Thị trấn Di Lăng
     51008,TTYT  huyện Nghĩa Hành,Nghia Hanh District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Ngãi,Huyện Nghĩa Hành,Thị trấn Chợ Chùa
     51007,TTYT  Huyện Minh Long,Minh Long District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Ngãi,Huyện Minh Long,Xã Long Hiệp
     51009,TTYT  Huyện Mộ Đức,Mo Duc District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Ngãi,Huyện Mộ Đức,Xã Đức Chánh
     51011_BV,TTYT  Huyện Ba Tơ,Ba To District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Quảng Ngãi,Huyện Ba Tơ,Thị trấn Ba Tơ
     52002_2,TTYT  Thành phố Quy Nhơn,Quy Nhon City Health Center (CS2),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Định,Thành phố Quy Nhơn,Phường Trần Hưng Đạo
     52012,TTYT  Huyện An Lão,An Lao District Health Center (CS1-hospital),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Định,Huyện An Lão,Thị trấn An Lão
